transaction_id,atm_location,transaction_type,amount,transaction_time,customer_id,status,hour
REAL000024,Downtown Branch,withdrawal,150.86,2026-02-28 19:02:29.329282,CUST4978,success,19
REAL000025,Hospital Complex,withdrawal,276.26,2026-03-17 03:56:29.329391,CUST2651,success,3
REAL000026,Airport Terminal,deposit,1972.79,2026-03-20 18:29:29.329499,CUST4271,success,18
REAL000027,Downtown Branch,withdrawal,266.83,2026-02-27 18:12:29.329604,CUST8803,success,18
REAL000028,Downtown Branch,withdrawal,144.16,2026-03-02 00:06:29.329708,CUST2991,success,0
REAL000029,Downtown Branch,withdrawal,225.21,2026-03-01 03:20:29.329812,CUST8557,success,3
REAL000030,Downtown Branch,withdrawal,347.42,2026-02-24 23:39:29.329915,CUST5294,success,23
REAL000031,Shopping Mall,withdrawal,41.42,2026-03-15 23:30:29.330022,CUST7563,success,23
REAL000032,Airport Terminal,withdrawal,254.44,2026-04-07 14:39:29.330126,CUST7633,success,14
REAL000033,Shopping Mall,withdrawal,151.78,2026-03-22 16:43:29.330229,CUST5567,failed,16
REAL000034,Shopping Mall,withdrawal,106.31,2026-03-23 15:47:29.330334,CUST5506,success,15
REAL000035,Downtown Branch,withdrawal,297.83,2026-02-19 17:13:29.330437,CUST4986,success,17
REAL000036,Airport Terminal,deposit,1477.62,2026-02-21 23:52:29.330539,CUST4121,success,23
REAL000037,Shopping Mall,withdrawal,491.68,2026-03-19 03:51:29.330671,CUST7921,success,3
REAL000038,Hospital Complex,withdrawal,283.6,2026-03-31 03:33:29.330805,CUST3324,success,3
REAL000039,Airport Terminal,deposit,1362.68,2026-03-26 18:46:29.330977,CUST6095,success,18
REAL000040,Downtown Branch,transfer,347.2,2026-03-12 17:46:29.331140,CUST2309,success,17
REAL000041,Airport Terminal,balance_check,0.0,2026-02-18 21:11:29.331265,CUST6303,success,21
REAL000042,University Campus,withdrawal,353.49,2026-02-20 04:45:29.331374,CUST6932,success,4
REAL000043,Shopping Mall,balance_check,0.0,2026-03-30 03:57:29.331480,CUST1967,success,3
REAL000044,University Campus,transfer,686.26,2026-04-04 13:24:29.331585,CUST2357,success,13
REAL000045,Shopping Mall,deposit,611.06,2026-03-18 18:26:29.331689,CUST4067,success,18
REAL000046,Shopping Mall,balance_check,0.0,2026-03-08 03:31:29.331798,CUST4528,success,3
REAL000047,University Campus,balance_check,0.0,2026-04-03 13:45:29.331907,CUST3652,success,13
REAL000048,Downtown Branch,withdrawal,232.46,2026-04-02 13:14:29.332009,CUST4620,success,13
REAL000049,Airport Terminal,withdrawal,229.82,2026-04-04 11:06:29.332131,CUST2987,success,11
REAL000050,University Campus,withdrawal,295.98,2026-04-10 03:52:29.332287,CUST8781,success,3
REAL000051,Airport Terminal,balance_check,0.0,2026-03-31 04:01:29.332398,CUST7799,success,4
REAL000052,Hospital Complex,balance_check,0.0,2026-04-09 19:15:29.332497,CUST1155,success,19
REAL000053,Hospital Complex,balance_check,0.0,2026-02-26 14:33:29.332596,CUST2005,success,14
REAL000054,Hospital Complex,withdrawal,306.23,2026-04-16 17:25:29.332695,CUST5534,success,17
REAL000055,University Campus,balance_check,0.0,2026-03-17 23:58:29.332800,CUST8455,success,23
REAL000056,Airport Terminal,withdrawal,387.38,2026-04-14 00:08:29.332899,CUST1981,success,0
REAL000057,Downtown Branch,withdrawal,203.31,2026-04-04 04:30:29.333004,CUST7055,success,4
REAL000058,Hospital Complex,withdrawal,359.92,2026-02-19 23:27:29.333108,CUST6404,success,23
REAL000059,Shopping Mall,withdrawal,410.41,2026-03-31 00:43:29.333221,CUST6834,success,0
REAL000060,Downtown Branch,withdrawal,215.92,2026-03-07 23:45:29.333349,CUST4161,success,23
REAL000061,Hospital Complex,balance_check,0.0,2026-02-27 09:44:29.333462,CUST5197,success,9
REAL000062,Downtown Branch,withdrawal,205.45,2026-04-15 19:25:29.333561,CUST9297,success,19
REAL000063,University Campus,deposit,630.39,2026-03-30 19:59:29.333666,CUST8132,success,19
REAL000064,Hospital Complex,withdrawal,148.18,2026-02-20 19:44:29.333791,CUST9014,success,19
REAL000065,Hospital Complex,transfer,281.28,2026-03-12 19:10:29.333894,CUST1549,success,19
REAL000066,Hospital Complex,withdrawal,248.68,2026-04-14 13:09:29.334000,CUST7671,success,13
REAL000067,Airport Terminal,withdrawal,233.37,2026-04-19 04:02:29.334104,CUST7705,success,4
REAL000068,Shopping Mall,withdrawal,320.61,2026-02-21 18:34:29.334207,CUST2301,success,18
REAL000069,University Campus,withdrawal,362.4,2026-03-25 13:28:29.334319,CUST5485,success,13
REAL000070,Hospital Complex,withdrawal,219.59,2026-03-16 06:56:29.334587,CUST6602,success,6
REAL000071,Downtown Branch,balance_check,0.0,2026-03-24 08:04:29.334777,CUST5924,success,8
REAL000072,Downtown Branch,withdrawal,463.4,2026-03-16 16:02:29.334925,CUST7367,success,16
REAL000073,Hospital Complex,withdrawal,304.16,2026-03-07 03:34:29.335088,CUST1076,success,3
REAL000074,University Campus,withdrawal,443.12,2026-03-31 13:57:29.335269,CUST6075,success,13
REAL000075,University Campus,withdrawal,21.3,2026-04-13 05:20:29.335375,CUST5917,success,5
REAL000076,Shopping Mall,withdrawal,196.97,2026-03-24 18:30:29.335477,CUST4325,success,18
REAL000077,University Campus,withdrawal,441.63,2026-02-21 01:57:29.335605,CUST2540,success,1
REAL000078,Downtown Branch,withdrawal,393.09,2026-03-26 05:26:29.335721,CUST8734,success,5
REAL000079,University Campus,withdrawal,365.37,2026-03-15 03:25:29.335825,CUST7932,success,3
REAL000080,Shopping Mall,withdrawal,359.9,2026-04-19 03:55:29.335933,CUST4818,success,3
REAL000081,Downtown Branch,withdrawal,280.55,2026-04-15 19:06:29.336037,CUST9513,success,19
REAL000082,Downtown Branch,withdrawal,181.25,2026-03-08 00:07:29.336145,CUST1016,success,0
REAL000083,Shopping Mall,deposit,1568.74,2026-04-07 10:37:29.336249,CUST9743,success,10
REAL000084,University Campus,withdrawal,454.76,2026-03-20 21:54:29.336382,CUST4936,success,21
REAL000085,Shopping Mall,withdrawal,79.75,2026-03-30 02:20:29.336509,CUST4065,success,2
REAL000086,Shopping Mall,balance_check,0.0,2026-03-01 18:28:29.336624,CUST5436,success,18
REAL000087,Downtown Branch,withdrawal,284.07,2026-04-07 14:41:29.336734,CUST1799,success,14
REAL000088,Shopping Mall,withdrawal,44.66,2026-02-20 11:54:29.336914,CUST4058,success,11
REAL000089,Downtown Branch,deposit,1374.0,2026-04-14 04:33:29.337075,CUST1397,success,4
REAL000090,Shopping Mall,withdrawal,251.85,2026-04-01 03:51:29.337204,CUST7791,success,3
REAL000091,Hospital Complex,withdrawal,101.13,2026-04-10 18:26:29.337354,CUST6866,success,18
REAL000092,Shopping Mall,balance_check,0.0,2026-04-10 00:17:29.337462,CUST3301,success,0
REAL000093,Downtown Branch,deposit,1950.13,2026-03-06 04:03:29.337561,CUST4003,success,4
REAL000094,Shopping Mall,withdrawal,277.43,2026-02-25 23:59:29.337674,CUST6834,success,23
REAL000095,Hospital Complex,withdrawal,197.55,2026-03-12 19:36:29.337782,CUST7919,success,19
REAL000096,Shopping Mall,balance_check,0.0,2026-03-04 18:50:29.337890,CUST3306,success,18
REAL000097,Downtown Branch,balance_check,0.0,2026-02-27 00:00:29.337988,CUST5021,success,0
REAL000098,Hospital Complex,withdrawal,215.53,2026-03-06 23:41:29.338085,CUST9824,success,23
REAL000099,Airport Terminal,deposit,938.82,2026-04-18 18:50:29.338189,CUST2258,success,18
REAL000100,Shopping Mall,withdrawal,414.0,2026-04-05 12:06:29.338300,CUST8746,success,12
REAL000101,University Campus,withdrawal,388.85,2026-03-21 09:10:29.338406,CUST8462,success,9
REAL000102,Airport Terminal,balance_check,0.0,2026-03-14 11:01:29.338523,CUST5144,success,11
REAL000103,University Campus,withdrawal,458.2,2026-04-06 09:49:29.338628,CUST9680,success,9
REAL000104,University Campus,withdrawal,394.81,2026-04-13 00:15:29.338733,CUST9117,success,0
REAL000105,Shopping Mall,deposit,115.61,2026-03-17 04:04:29.338851,CUST2123,success,4
REAL000106,Downtown Branch,withdrawal,178.93,2026-03-07 03:44:29.338954,CUST4309,success,3
REAL000107,Airport Terminal,withdrawal,258.69,2026-03-09 23:56:29.339061,CUST8274,success,23
REAL000108,Downtown Branch,transfer,328.58,2026-03-15 02:10:29.339165,CUST2703,success,2
REAL000109,University Campus,transfer,815.71,2026-03-04 04:17:29.339268,CUST3923,success,4
REAL000110,Shopping Mall,withdrawal,307.28,2026-03-31 05:52:29.339374,CUST9987,success,5
REAL000111,Airport Terminal,balance_check,0.0,2026-04-01 07:38:29.339479,CUST4606,success,7
REAL000112,Hospital Complex,balance_check,0.0,2026-03-31 23:35:29.339583,CUST1239,success,23
REAL000113,University Campus,withdrawal,200.08,2026-03-09 18:31:29.339681,CUST8308,failed,18
REAL000114,University Campus,balance_check,0.0,2026-03-04 12:03:29.339786,CUST9877,success,12
REAL000115,Downtown Branch,withdrawal,397.04,2026-04-09 13:24:29.339885,CUST9981,success,13
REAL000116,Airport Terminal,balance_check,0.0,2026-03-25 19:14:29.339991,CUST6739,success,19
REAL000117,Downtown Branch,withdrawal,116.95,2026-03-29 07:31:29.340091,CUST6406,success,7
REAL000118,Airport Terminal,withdrawal,95.75,2026-03-11 03:36:29.340195,CUST7544,success,3
REAL000119,University Campus,balance_check,0.0,2026-03-11 06:23:29.340305,CUST9670,success,6
REAL000120,University Campus,withdrawal,298.11,2026-03-17 13:30:29.340404,CUST5586,success,13
REAL000121,Hospital Complex,balance_check,0.0,2026-04-11 18:26:29.340508,CUST7859,success,18
REAL000122,Shopping Mall,balance_check,0.0,2026-02-21 23:45:29.340607,CUST7904,success,23
REAL000123,University Campus,balance_check,0.0,2026-02-27 22:37:29.340707,CUST2332,success,22
REAL000124,Airport Terminal,balance_check,0.0,2026-02-20 23:37:29.340820,CUST3367,success,23
REAL000125,Airport Terminal,transfer,152.26,2026-03-03 18:31:29.340924,CUST3405,success,18
REAL000126,Hospital Complex,withdrawal,204.92,2026-04-16 18:25:29.341028,CUST7108,success,18
REAL000127,University Campus,withdrawal,123.0,2026-02-19 00:31:29.341132,CUST3493,success,0
REAL000128,Shopping Mall,deposit,824.75,2026-04-14 18:59:29.341243,CUST2193,success,18
REAL000129,Downtown Branch,balance_check,0.0,2026-04-18 00:54:29.341348,CUST7534,success,0
REAL000130,Hospital Complex,withdrawal,323.79,2026-03-21 18:37:29.341447,CUST6265,success,18
REAL000131,Shopping Mall,balance_check,0.0,2026-03-21 18:35:29.341549,CUST3577,success,18
REAL000132,Downtown Branch,withdrawal,317.74,2026-03-17 23:57:29.341646,CUST8781,success,23
REAL000133,University Campus,withdrawal,233.78,2026-03-30 04:12:29.341750,CUST7159,success,4
REAL000134,Downtown Branch,withdrawal,25.17,2026-03-30 06:26:29.341855,CUST2845,success,6
REAL000135,Airport Terminal,withdrawal,408.13,2026-03-09 05:12:29.341958,CUST1378,success,5
REAL000136,University Campus,withdrawal,414.6,2026-03-25 15:14:29.342061,CUST2390,success,15
REAL000137,Downtown Branch,withdrawal,43.49,2026-04-13 18:26:29.342163,CUST9845,success,18
REAL000138,Hospital Complex,withdrawal,115.27,2026-03-30 03:49:29.342265,CUST5965,pending,3
REAL000139,Airport Terminal,withdrawal,369.05,2026-03-05 18:50:29.342372,CUST9311,success,18
REAL000140,Hospital Complex,withdrawal,44.91,2026-04-04 03:26:29.342475,CUST4006,success,3
REAL000141,Shopping Mall,withdrawal,270.24,2026-02-28 03:27:29.342577,CUST7439,success,3
REAL000142,University Campus,deposit,1087.61,2026-04-02 05:57:29.342681,CUST5659,success,5
REAL000143,Airport Terminal,withdrawal,489.81,2026-03-05 01:41:29.342795,CUST7700,success,1
REAL000144,Downtown Branch,withdrawal,167.15,2026-03-30 07:31:29.342901,CUST4016,success,7
REAL000145,Hospital Complex,withdrawal,236.13,2026-03-21 18:35:29.343010,CUST7227,success,18
REAL000146,Hospital Complex,balance_check,0.0,2026-03-25 12:03:29.343116,CUST3440,success,12
REAL000147,Airport Terminal,balance_check,0.0,2026-04-03 21:28:29.343228,CUST6269,success,21
REAL000148,Airport Terminal,withdrawal,270.03,2026-02-27 04:26:29.343329,CUST3557,success,4
REAL000149,Shopping Mall,withdrawal,475.52,2026-02-26 18:50:29.343431,CUST6873,success,18
REAL000150,Shopping Mall,withdrawal,371.84,2026-02-24 09:37:29.343535,CUST5248,success,9
REAL000151,Downtown Branch,withdrawal,371.9,2026-02-24 12:55:29.343639,CUST9401,success,12
REAL000152,Hospital Complex,deposit,635.08,2026-04-07 19:02:29.343741,CUST2062,success,19
REAL000153,Hospital Complex,deposit,129.83,2026-03-05 04:17:29.343843,CUST7070,success,4
REAL000154,Shopping Mall,withdrawal,93.09,2026-04-14 19:15:29.343944,CUST1662,success,19
REAL000155,University Campus,deposit,466.25,2026-03-05 18:54:29.344046,CUST7937,failed,18
REAL000156,Airport Terminal,withdrawal,313.13,2026-04-02 01:01:29.344149,CUST7108,success,1
REAL000157,Airport Terminal,withdrawal,52.33,2026-03-25 18:40:29.344251,CUST7745,success,18
REAL000158,Hospital Complex,withdrawal,86.71,2026-04-01 21:55:29.344358,CUST5501,success,21
REAL000159,Downtown Branch,withdrawal,80.26,2026-02-24 22:48:29.344462,CUST9509,success,22
REAL000160,Airport Terminal,withdrawal,372.68,2026-02-20 23:26:29.344564,CUST4385,success,23
REAL000161,Airport Terminal,withdrawal,429.77,2026-04-03 21:16:29.344666,CUST9587,success,21
REAL000162,Shopping Mall,deposit,893.63,2026-03-06 21:08:29.344782,CUST5952,success,21
REAL000163,Hospital Complex,transfer,814.2,2026-03-05 15:49:29.344888,CUST4443,success,15
REAL000164,Shopping Mall,balance_check,0.0,2026-03-15 00:30:29.344991,CUST8645,success,0
REAL000165,Hospital Complex,balance_check,0.0,2026-03-28 18:35:29.345087,CUST1570,success,18
REAL000166,Shopping Mall,withdrawal,393.9,2026-03-14 22:41:29.345185,CUST7751,success,22
REAL000167,Hospital Complex,withdrawal,358.67,2026-03-19 18:31:29.345291,CUST9580,success,18
REAL000168,Hospital Complex,deposit,406.83,2026-02-19 04:01:29.345393,CUST3427,success,4
REAL000169,Hospital Complex,balance_check,0.0,2026-04-02 03:24:29.345495,CUST9610,success,3
REAL000170,University Campus,withdrawal,488.91,2026-03-22 03:36:29.345592,CUST8910,success,3
REAL000171,Shopping Mall,withdrawal,137.38,2026-02-27 03:31:29.345695,CUST3044,success,3
REAL000172,Hospital Complex,withdrawal,379.68,2026-04-10 18:40:29.345797,CUST9317,success,18
REAL000173,Hospital Complex,withdrawal,399.52,2026-03-26 19:08:29.345899,CUST9444,success,19
REAL000174,Shopping Mall,withdrawal,40.33,2026-04-16 03:35:29.346002,CUST3994,success,3
REAL000175,Airport Terminal,withdrawal,31.14,2026-02-23 02:17:29.346105,CUST3067,success,2
REAL000176,Airport Terminal,balance_check,0.0,2026-04-05 18:44:29.346207,CUST9540,success,18
REAL000177,Shopping Mall,deposit,1225.03,2026-03-23 18:54:29.346302,CUST7836,success,18
REAL000178,University Campus,withdrawal,38.5,2026-04-08 19:02:29.346409,CUST7558,success,19
REAL000179,Shopping Mall,deposit,795.23,2026-03-01 09:15:29.346515,CUST2803,success,9
REAL000180,Shopping Mall,withdrawal,326.28,2026-03-09 18:29:29.346623,CUST4982,success,18
REAL000181,Shopping Mall,deposit,928.6,2026-02-21 18:07:29.346727,CUST9388,success,18
REAL000182,Hospital Complex,balance_check,0.0,2026-03-12 07:04:29.346848,CUST6671,success,7
REAL000183,Hospital Complex,deposit,216.18,2026-04-15 10:56:29.346947,CUST9655,success,10
REAL000184,Shopping Mall,transfer,162.22,2026-02-25 19:06:29.347051,CUST1375,success,19
REAL000185,Hospital Complex,withdrawal,58.38,2026-04-11 23:48:29.347153,CUST7823,success,23
REAL000186,Downtown Branch,withdrawal,307.54,2026-03-05 04:07:29.347255,CUST6724,success,4
REAL000187,Downtown Branch,withdrawal,25.75,2026-02-25 12:36:29.347359,CUST6323,success,12
REAL000188,University Campus,balance_check,0.0,2026-02-20 11:30:29.347467,CUST1442,success,11
REAL000189,University Campus,withdrawal,279.41,2026-04-09 18:27:29.347565,CUST2131,success,18
REAL000190,Downtown Branch,withdrawal,486.11,2026-03-01 18:56:29.347667,CUST7961,success,18
REAL000191,Hospital Complex,balance_check,0.0,2026-04-04 16:20:29.347770,CUST6612,success,16
REAL000192,Shopping Mall,withdrawal,274.62,2026-02-20 15:51:29.347867,CUST1077,success,15
REAL000193,Airport Terminal,withdrawal,173.7,2026-02-22 20:01:29.347969,CUST4155,success,20
REAL000194,Airport Terminal,transfer,386.4,2026-03-25 23:43:29.348071,CUST1771,success,23
REAL000195,Shopping Mall,deposit,1726.27,2026-03-05 07:11:29.348174,CUST6456,success,7
REAL000196,Airport Terminal,balance_check,0.0,2026-03-29 23:36:29.348281,CUST6768,success,23
REAL000197,Shopping Mall,withdrawal,143.71,2026-03-11 23:38:29.348382,CUST5611,success,23
REAL000198,University Campus,withdrawal,207.72,2026-03-14 04:53:29.348486,CUST5223,success,4
REAL000199,University Campus,withdrawal,250.82,2026-03-02 23:30:29.348589,CUST3573,failed,23
REAL000200,Shopping Mall,balance_check,0.0,2026-04-09 03:38:29.348690,CUST4141,success,3
REAL000201,Airport Terminal,withdrawal,298.81,2026-03-17 23:31:29.348796,CUST8003,success,23
REAL000202,Airport Terminal,withdrawal,231.0,2026-04-18 06:54:29.348907,CUST4554,success,6
REAL000203,Hospital Complex,withdrawal,475.77,2026-04-08 23:00:29.349011,CUST7453,success,23
REAL000204,Hospital Complex,withdrawal,221.1,2026-03-10 09:41:29.349258,CUST7525,success,9
REAL000205,Hospital Complex,withdrawal,488.32,2026-02-26 14:37:29.349375,CUST5873,success,14
REAL000206,Hospital Complex,withdrawal,257.79,2026-04-18 01:41:29.349481,CUST8158,success,1
REAL000207,University Campus,deposit,464.68,2026-02-28 23:23:29.349584,CUST3955,success,23
REAL000208,Hospital Complex,deposit,1081.53,2026-03-06 23:29:29.349687,CUST9277,success,23
REAL000209,University Campus,withdrawal,146.93,2026-03-05 00:17:29.349791,CUST9287,success,0
REAL000210,Downtown Branch,transfer,991.25,2026-04-01 23:52:29.349902,CUST6004,success,23
REAL000211,University Campus,withdrawal,451.1,2026-03-02 23:49:29.350007,CUST8403,success,23
REAL000212,Airport Terminal,withdrawal,439.09,2026-03-27 03:28:29.350110,CUST1993,success,3
REAL000213,Hospital Complex,deposit,671.7,2026-04-10 18:23:29.350217,CUST5921,success,18
REAL000214,Downtown Branch,withdrawal,143.41,2026-03-31 04:06:29.350321,CUST2823,success,4
REAL000215,University Campus,withdrawal,142.72,2026-02-18 23:43:29.350424,CUST1513,success,23
REAL000216,Shopping Mall,withdrawal,351.49,2026-03-01 06:51:29.350528,CUST9119,success,6
REAL000217,University Campus,withdrawal,209.66,2026-03-20 09:16:29.350635,CUST3341,success,9
REAL000218,Airport Terminal,withdrawal,51.13,2026-04-13 02:02:29.350739,CUST9030,success,2
REAL000219,Downtown Branch,withdrawal,70.1,2026-04-08 23:24:29.350855,CUST6603,success,23
REAL000220,Hospital Complex,withdrawal,109.13,2026-03-14 07:36:29.350958,CUST6209,success,7
REAL000221,Hospital Complex,balance_check,0.0,2026-02-27 23:45:29.351060,CUST6868,success,23
REAL000222,Hospital Complex,balance_check,0.0,2026-04-04 02:37:29.351198,CUST2148,failed,2
REAL000223,Downtown Branch,withdrawal,393.78,2026-04-02 00:07:29.351314,CUST9321,success,0
REAL000224,Airport Terminal,withdrawal,447.92,2026-03-11 14:28:29.351420,CUST3173,success,14
REAL000225,Hospital Complex,withdrawal,396.44,2026-03-10 02:42:29.351524,CUST1608,success,2
REAL000226,Downtown Branch,withdrawal,221.91,2026-03-21 04:08:29.351626,CUST7272,success,4
REAL000227,University Campus,balance_check,0.0,2026-03-29 18:35:29.351729,CUST1939,success,18
REAL000228,University Campus,balance_check,0.0,2026-04-07 09:34:29.351826,CUST7780,success,9
REAL000229,Shopping Mall,withdrawal,213.89,2026-02-19 16:24:29.351923,CUST9839,success,16
REAL000230,University Campus,withdrawal,328.11,2026-03-12 06:19:29.352034,CUST6149,success,6
REAL000231,Shopping Mall,balance_check,0.0,2026-03-16 07:31:29.352205,CUST3130,success,7
REAL000232,University Campus,withdrawal,345.85,2026-03-20 09:09:29.352309,CUST2757,success,9
REAL000233,Downtown Branch,withdrawal,25.92,2026-03-13 01:25:29.352428,CUST2876,success,1
REAL000234,Airport Terminal,withdrawal,434.35,2026-04-05 18:50:29.352539,CUST3325,success,18
REAL000235,Hospital Complex,balance_check,0.0,2026-03-05 04:00:29.352641,CUST6403,success,4
REAL000236,Shopping Mall,withdrawal,496.06,2026-03-31 22:08:29.352771,CUST5583,success,22
REAL000237,Hospital Complex,withdrawal,323.6,2026-03-31 00:10:29.352889,CUST6773,success,0
REAL000238,Hospital Complex,deposit,1349.47,2026-04-17 19:14:29.352992,CUST3765,success,19
REAL000239,Downtown Branch,withdrawal,207.99,2026-04-15 01:36:29.353097,CUST5833,success,1
REAL000240,University Campus,withdrawal,242.57,2026-03-16 03:31:29.353222,CUST1562,success,3
REAL000241,University Campus,deposit,1472.85,2026-03-01 19:12:29.353325,CUST4031,success,19
REAL000242,Airport Terminal,balance_check,0.0,2026-03-30 03:26:29.353446,CUST2925,success,3
REAL000243,Downtown Branch,withdrawal,76.81,2026-03-04 00:06:29.353768,CUST6141,success,0
REAL000244,Airport Terminal,withdrawal,423.91,2026-04-10 23:56:29.353903,CUST3915,failed,23
REAL000245,Airport Terminal,withdrawal,42.66,2026-02-20 08:02:29.354048,CUST1223,success,8
REAL000246,Downtown Branch,withdrawal,164.87,2026-04-07 23:30:29.354252,CUST1622,success,23
REAL000247,Hospital Complex,transfer,479.55,2026-03-15 06:21:29.354358,CUST7266,success,6
REAL000248,Downtown Branch,deposit,1807.05,2026-03-19 04:17:29.354484,CUST9157,success,4
REAL000249,Shopping Mall,withdrawal,457.0,2026-03-26 00:16:29.354590,CUST7830,success,0
REAL000250,Airport Terminal,balance_check,0.0,2026-02-27 15:30:29.354697,CUST5926,success,15
REAL000251,Downtown Branch,balance_check,0.0,2026-04-07 06:37:29.355003,CUST1989,success,6
REAL000252,Downtown Branch,transfer,593.68,2026-02-26 04:13:29.355119,CUST4198,success,4
REAL000253,Shopping Mall,withdrawal,57.31,2026-03-12 19:09:29.355227,CUST9679,success,19
REAL000254,Downtown Branch,deposit,756.08,2026-04-02 03:41:29.355330,CUST6960,success,3
REAL000255,Hospital Complex,deposit,1632.04,2026-02-27 17:59:29.355433,CUST6587,success,17
REAL000256,Airport Terminal,deposit,1606.37,2026-02-28 03:12:29.355549,CUST1479,success,3
REAL000257,Hospital Complex,deposit,1320.23,2026-03-08 00:00:29.355653,CUST7906,success,0
REAL000258,Downtown Branch,transfer,165.15,2026-04-01 03:28:29.355756,CUST6341,success,3
REAL000259,University Campus,balance_check,0.0,2026-03-21 20:59:29.355860,CUST2163,success,20
REAL000260,Shopping Mall,deposit,1776.55,2026-02-20 18:44:29.355956,CUST8975,success,18
REAL000261,Hospital Complex,deposit,130.83,2026-03-09 18:11:29.356059,CUST1103,failed,18
REAL000262,Shopping Mall,withdrawal,265.28,2026-04-16 20:34:29.356188,CUST3574,success,20
REAL000263,University Campus,withdrawal,96.37,2026-03-16 00:05:29.356293,CUST1624,success,0
REAL000264,University Campus,balance_check,0.0,2026-04-10 19:17:29.356406,CUST8863,success,19
REAL000265,Downtown Branch,balance_check,0.0,2026-04-16 03:58:29.356503,CUST1838,success,3
REAL000266,Shopping Mall,withdrawal,460.34,2026-04-14 00:38:29.356605,CUST4526,success,0
REAL000267,Airport Terminal,withdrawal,456.65,2026-03-21 18:23:29.356707,CUST6183,success,18
REAL000268,University Campus,withdrawal,64.17,2026-03-24 01:22:29.356811,CUST5175,success,1
REAL000269,Downtown Branch,balance_check,0.0,2026-04-06 14:34:29.356914,CUST7915,success,14
REAL000270,Downtown Branch,withdrawal,234.13,2026-03-19 23:29:29.357015,CUST4515,success,23
REAL000271,Hospital Complex,transfer,685.0,2026-03-19 14:46:29.357117,CUST6728,success,14
REAL000272,Shopping Mall,withdrawal,394.02,2026-03-04 17:52:29.357220,CUST7778,success,17
REAL000273,Hospital Complex,balance_check,0.0,2026-04-06 19:14:29.357330,CUST9789,success,19
REAL000274,Hospital Complex,deposit,1156.23,2026-04-10 23:47:29.357427,CUST2444,failed,23
REAL000275,Airport Terminal,balance_check,0.0,2026-04-05 06:17:29.357535,CUST2767,success,6
REAL000276,University Campus,deposit,633.72,2026-04-11 10:36:29.357633,CUST2652,success,10
REAL000277,Airport Terminal,withdrawal,68.04,2026-03-14 04:17:29.357734,CUST4315,success,4
REAL000278,University Campus,withdrawal,295.32,2026-04-17 19:13:29.357837,CUST2202,success,19
REAL000279,Hospital Complex,withdrawal,85.81,2026-02-19 21:55:29.357945,CUST3366,success,21
REAL000280,Hospital Complex,withdrawal,46.05,2026-04-16 18:24:29.358048,CUST8817,success,18
REAL000281,Shopping Mall,withdrawal,365.22,2026-04-19 11:38:29.358185,CUST2345,success,11
REAL000282,Downtown Branch,deposit,389.64,2026-04-07 19:34:29.358293,CUST7356,success,19
REAL000283,Shopping Mall,transfer,961.9,2026-03-19 23:38:29.358395,CUST2421,success,23
REAL000284,Downtown Branch,balance_check,0.0,2026-03-27 00:09:29.358497,CUST7411,success,0
