transaction_id,atm_location,transaction_type,amount,transaction_time,customer_id,status,hour
REAL000038,Shopping Mall,withdrawal,100.0,2026-04-02 15:34:36.951789,CUST4124,success,15
REAL000039,Downtown Branch,balance_check,0.0,2026-04-13 03:22:36.951919,CUST7966,success,3
REAL000040,Downtown Branch,withdrawal,240.0,2026-04-02 04:44:36.952022,CUST9932,success,4
REAL000041,Downtown Branch,withdrawal,80.0,2026-04-11 05:14:36.952141,CUST8805,success,5
REAL000042,Airport Terminal,withdrawal,140.0,2026-04-07 04:33:36.952257,CUST8004,success,4
REAL000043,Downtown Branch,balance_check,0.0,2026-04-03 23:35:36.952375,CUST6188,success,23
REAL000044,Airport Terminal,withdrawal,20.0,2026-03-21 03:34:36.952479,CUST8421,success,3
REAL000045,Downtown Branch,withdrawal,20.0,2026-04-09 23:32:36.952610,CUST3489,success,23
REAL000046,University Campus,withdrawal,400.0,2026-04-07 00:22:36.952732,CUST7303,success,0
REAL000047,Hospital Complex,withdrawal,40.0,2026-04-07 13:36:36.952846,CUST6732,success,13
REAL000048,Downtown Branch,withdrawal,100.0,2026-04-11 17:16:36.952967,CUST9945,success,17
REAL000049,Downtown Branch,balance_check,0.0,2026-04-11 18:57:36.953085,CUST9808,success,18
REAL000050,University Campus,deposit,227.68,2026-04-01 23:41:36.953186,CUST6988,success,23
REAL000051,Airport Terminal,withdrawal,100.0,2026-04-02 16:51:36.953295,CUST8357,success,16
REAL000052,Downtown Branch,balance_check,0.0,2026-03-27 19:13:36.953413,CUST9787,success,19
REAL000053,Hospital Complex,withdrawal,20.0,2026-04-06 15:27:36.953514,CUST5171,success,15
REAL000054,Downtown Branch,withdrawal,40.0,2026-03-30 23:07:36.953645,CUST6588,success,23
REAL000055,Downtown Branch,withdrawal,140.0,2026-03-25 17:47:36.953768,CUST8330,success,17
REAL000056,Airport Terminal,balance_check,0.0,2026-04-05 01:14:36.953885,CUST2542,success,1
REAL000057,Downtown Branch,deposit,163.25,2026-04-10 23:36:36.953985,CUST6541,success,23
REAL000058,Hospital Complex,withdrawal,400.0,2026-03-29 01:34:36.954092,CUST4141,success,1
REAL000059,Downtown Branch,balance_check,0.0,2026-04-07 17:32:36.954223,CUST5268,success,17
REAL000060,Airport Terminal,withdrawal,40.0,2026-03-25 04:06:36.954327,CUST1504,success,4
REAL000061,Downtown Branch,withdrawal,500.0,2026-03-26 23:53:36.954445,CUST2852,failed,23
REAL000062,Downtown Branch,deposit,480.52,2026-03-30 00:15:36.954578,CUST4376,success,0
REAL000063,Downtown Branch,withdrawal,400.0,2026-03-29 17:32:36.954682,CUST6063,success,17
REAL000064,Downtown Branch,withdrawal,200.0,2026-03-30 00:18:36.954801,CUST1539,success,0
REAL000065,Downtown Branch,withdrawal,100.0,2026-03-24 02:32:36.954917,CUST1924,success,2
REAL000066,Train Station,withdrawal,180.0,2026-04-14 05:08:36.955035,CUST9989,success,5
REAL000067,Downtown Branch,withdrawal,240.0,2026-03-27 19:30:36.955153,CUST8449,success,19
REAL000068,Shopping Mall,balance_check,0.0,2026-03-23 22:37:36.955387,CUST1384,success,22
REAL000069,Train Station,withdrawal,200.0,2026-03-23 05:09:36.955498,CUST4636,success,5
REAL000070,Shopping Mall,withdrawal,40.0,2026-04-02 22:05:36.955621,CUST8939,success,22
REAL000071,Downtown Branch,withdrawal,20.0,2026-04-18 03:58:36.955752,CUST1770,success,3
REAL000072,Shopping Mall,withdrawal,300.0,2026-03-28 22:42:36.955873,CUST4374,success,22
REAL000073,University Campus,balance_check,0.0,2026-04-05 23:24:36.956074,CUST7881,success,23
REAL000074,Downtown Branch,withdrawal,400.0,2026-03-21 00:11:36.956178,CUST6115,success,0
REAL000075,Downtown Branch,balance_check,0.0,2026-04-03 04:21:36.956296,CUST3832,success,4
REAL000076,Airport Terminal,withdrawal,100.0,2026-04-18 04:20:36.956395,CUST2906,success,4
REAL000077,Downtown Branch,withdrawal,200.0,2026-04-03 23:55:36.956530,CUST9472,success,23
REAL000078,Shopping Mall,transfer,922.81,2026-03-23 21:57:36.956656,CUST6124,success,21
REAL000079,Downtown Branch,withdrawal,160.0,2026-03-29 00:05:36.956779,CUST8240,success,0
REAL000080,Downtown Branch,withdrawal,60.0,2026-03-29 03:39:36.956906,CUST2276,success,3
REAL000081,Airport Terminal,withdrawal,100.0,2026-03-28 14:12:36.957021,CUST5621,success,14
REAL000082,Airport Terminal,balance_check,0.0,2026-04-17 04:39:36.957155,CUST4345,success,4
REAL000083,Downtown Branch,balance_check,0.0,2026-04-05 00:01:36.957254,CUST2296,success,0
REAL000084,Airport Terminal,deposit,104.27,2026-04-08 04:01:36.957352,CUST9258,success,4
REAL000085,Shopping Mall,balance_check,0.0,2026-04-15 17:39:36.957461,CUST7891,success,17
REAL000086,Downtown Branch,withdrawal,160.0,2026-04-14 03:34:36.957563,CUST4812,failed,3
REAL000087,University Campus,withdrawal,100.0,2026-03-28 20:05:36.957677,CUST4517,success,20
REAL000088,Downtown Branch,withdrawal,140.0,2026-03-28 05:17:36.957798,CUST6342,failed,5
REAL000089,Shopping Mall,deposit,154.25,2026-03-22 21:15:36.957911,CUST5289,success,21
REAL000090,Downtown Branch,balance_check,0.0,2026-03-31 17:41:36.958020,CUST9915,success,17
REAL000091,Shopping Mall,withdrawal,100.0,2026-04-05 00:25:36.958120,CUST7988,success,0
REAL000092,University Campus,withdrawal,20.0,2026-04-01 23:30:36.958237,CUST2619,success,23
REAL000093,Downtown Branch,withdrawal,140.0,2026-04-03 04:17:36.958354,CUST8984,success,4
REAL000094,Downtown Branch,balance_check,0.0,2026-04-06 00:33:36.958469,CUST9162,success,0
REAL000095,Downtown Branch,withdrawal,240.0,2026-03-29 02:57:36.958583,CUST5820,success,2
REAL000096,Downtown Branch,deposit,447.78,2026-04-06 04:00:36.958701,CUST7943,success,4
REAL000097,Downtown Branch,withdrawal,100.0,2026-03-28 00:11:36.958802,CUST4687,success,0
REAL000098,Airport Terminal,withdrawal,200.0,2026-04-14 04:20:36.958920,CUST6742,success,4
REAL000099,Downtown Branch,balance_check,0.0,2026-04-12 17:59:36.959041,CUST1950,success,17
REAL000100,Downtown Branch,withdrawal,200.0,2026-04-18 04:16:36.959141,CUST7371,success,4
REAL000101,Shopping Mall,withdrawal,140.0,2026-04-04 23:57:36.959257,CUST1094,success,23
REAL000102,Airport Terminal,withdrawal,300.0,2026-03-24 17:43:36.959379,CUST7166,success,17
REAL000103,Shopping Mall,withdrawal,140.0,2026-04-07 23:00:36.959496,CUST1827,success,23
REAL000104,Downtown Branch,balance_check,0.0,2026-04-03 19:22:36.959613,CUST9795,success,19
REAL000105,University Campus,withdrawal,300.0,2026-03-31 23:57:36.959710,CUST6732,success,23
REAL000106,Hospital Complex,deposit,255.85,2026-03-28 21:03:36.959829,CUST9393,success,21
REAL000107,Airport Terminal,withdrawal,120.0,2026-03-24 19:45:36.959930,CUST9577,success,19
REAL000108,University Campus,withdrawal,20.0,2026-03-24 00:09:36.960050,CUST2990,success,0
REAL000109,Downtown Branch,balance_check,0.0,2026-04-19 04:37:36.960168,CUST6588,success,4
REAL000110,Shopping Mall,withdrawal,300.0,2026-04-10 22:37:36.960268,CUST5422,success,22
REAL000111,Downtown Branch,withdrawal,300.0,2026-03-27 18:35:36.960385,CUST5524,success,18
REAL000112,Shopping Mall,withdrawal,200.0,2026-03-31 23:08:36.960501,CUST6232,success,23
REAL000113,Shopping Mall,withdrawal,20.0,2026-04-16 00:25:36.960630,CUST7305,success,0
REAL000114,Shopping Mall,balance_check,0.0,2026-03-22 23:54:36.960746,CUST6954,success,23
REAL000115,Downtown Branch,withdrawal,240.0,2026-03-22 04:18:36.960844,CUST4054,success,4
REAL000116,Airport Terminal,withdrawal,240.0,2026-03-26 17:12:36.960960,CUST7612,success,17
REAL000117,University Campus,withdrawal,200.0,2026-04-02 00:19:36.961080,CUST2308,success,0
REAL000118,Downtown Branch,withdrawal,100.0,2026-04-04 23:21:36.961201,CUST5491,success,23
REAL000119,Shopping Mall,withdrawal,300.0,2026-04-13 19:56:36.961317,CUST2387,success,19
REAL000120,Airport Terminal,deposit,587.19,2026-03-27 02:27:36.961438,CUST4186,success,2
REAL000121,Shopping Mall,withdrawal,100.0,2026-04-17 22:41:36.961542,CUST7809,success,22
REAL000122,Downtown Branch,withdrawal,400.0,2026-03-27 23:49:36.961660,CUST8184,success,23
REAL000123,Downtown Branch,withdrawal,60.0,2026-04-08 00:03:36.961785,CUST5263,success,0
REAL000124,Downtown Branch,withdrawal,300.0,2026-03-30 04:19:36.961901,CUST4629,success,4
REAL000125,Downtown Branch,withdrawal,180.0,2026-04-09 05:25:36.962018,CUST6415,success,5
REAL000126,Downtown Branch,withdrawal,400.0,2026-03-23 22:47:36.962135,CUST7212,success,22
REAL000127,University Campus,withdrawal,300.0,2026-04-05 00:06:36.962251,CUST7122,failed,0
REAL000128,Shopping Mall,withdrawal,200.0,2026-03-29 23:17:36.962367,CUST7185,success,23
REAL000129,Downtown Branch,withdrawal,500.0,2026-04-01 23:49:36.962484,CUST5090,success,23
REAL000130,Shopping Mall,withdrawal,80.0,2026-04-10 01:29:36.962613,CUST3708,success,1
REAL000131,Shopping Mall,transfer,1359.88,2026-04-03 18:20:36.962736,CUST9680,success,18
REAL000132,Hospital Complex,withdrawal,140.0,2026-04-02 15:03:36.962838,CUST9007,success,15
REAL000133,University Campus,balance_check,0.0,2026-03-21 15:08:36.962952,CUST5497,success,15
REAL000134,Shopping Mall,withdrawal,160.0,2026-04-05 23:55:36.963053,CUST3983,success,23
REAL000135,Shopping Mall,balance_check,0.0,2026-04-13 00:11:36.963170,CUST8564,success,0
REAL000136,Airport Terminal,withdrawal,20.0,2026-04-09 16:42:36.963272,CUST4810,success,16
REAL000137,Airport Terminal,withdrawal,140.0,2026-03-22 04:37:36.963389,CUST5361,success,4
REAL000138,Downtown Branch,balance_check,0.0,2026-03-31 04:21:36.963509,CUST9567,success,4
REAL000139,Train Station,withdrawal,20.0,2026-03-21 03:49:36.963699,CUST9056,success,3
REAL000140,Downtown Branch,balance_check,0.0,2026-03-24 18:49:36.963901,CUST8486,success,18
REAL000141,University Campus,transfer,385.92,2026-03-26 01:19:36.964070,CUST6429,success,1
REAL000142,Downtown Branch,withdrawal,100.0,2026-04-09 17:43:36.964246,CUST4845,success,17
REAL000143,Airport Terminal,deposit,181.5,2026-04-04 16:03:36.964417,CUST8312,success,16
REAL000144,Airport Terminal,withdrawal,160.0,2026-04-14 03:13:36.964558,CUST2290,success,3
REAL000145,Airport Terminal,withdrawal,20.0,2026-03-23 21:58:36.964676,CUST1954,success,21
REAL000146,Downtown Branch,balance_check,0.0,2026-04-14 04:18:36.964799,CUST9228,success,4
REAL000147,Downtown Branch,deposit,100.0,2026-04-15 04:13:36.964900,CUST3396,success,4
REAL000148,Shopping Mall,balance_check,0.0,2026-03-26 21:46:36.965000,CUST2312,success,21
REAL000149,Downtown Branch,withdrawal,60.0,2026-04-03 21:46:36.965096,CUST3604,success,21
REAL000150,Airport Terminal,withdrawal,300.0,2026-03-23 17:48:36.965226,CUST6150,success,17
REAL000151,Hospital Complex,withdrawal,240.0,2026-03-20 19:47:36.965382,CUST1294,success,19
REAL000152,Downtown Branch,withdrawal,40.0,2026-03-24 04:37:36.965532,CUST2007,success,4
REAL000153,Airport Terminal,transfer,545.71,2026-04-10 02:45:36.965663,CUST6084,success,2
REAL000154,Airport Terminal,deposit,362.25,2026-04-15 18:36:36.965773,CUST9213,success,18
REAL000155,Airport Terminal,transfer,1454.87,2026-04-01 19:12:36.965880,CUST3428,success,19
REAL000156,Downtown Branch,withdrawal,240.0,2026-04-19 00:20:36.965986,CUST4356,success,0
REAL000157,Hospital Complex,withdrawal,240.0,2026-04-06 21:45:36.966107,CUST2823,success,21
REAL000158,Downtown Branch,withdrawal,400.0,2026-03-29 04:15:36.966231,CUST5116,success,4
REAL000159,Shopping Mall,withdrawal,100.0,2026-03-23 20:06:36.966348,CUST1933,success,20
REAL000160,Airport Terminal,balance_check,0.0,2026-04-03 04:01:36.966468,CUST4610,success,4
REAL000161,Shopping Mall,balance_check,0.0,2026-04-02 12:57:36.966581,CUST7342,success,12
REAL000162,Shopping Mall,deposit,150.95,2026-03-29 19:02:36.966687,CUST4224,success,19
REAL000163,Downtown Branch,withdrawal,160.0,2026-03-21 03:42:36.966797,CUST6109,success,3
REAL000164,Shopping Mall,transfer,266.89,2026-04-12 00:15:36.966915,CUST2389,success,0
REAL000165,University Campus,balance_check,0.0,2026-04-08 15:41:36.967023,CUST1778,success,15
REAL000166,Shopping Mall,transfer,256.62,2026-04-03 00:14:36.967125,CUST3720,success,0
REAL000167,Downtown Branch,withdrawal,40.0,2026-03-22 18:53:36.967238,CUST8833,success,18
REAL000168,University Campus,balance_check,0.0,2026-04-13 00:00:36.967362,CUST9619,success,0
REAL000169,Downtown Branch,withdrawal,400.0,2026-04-17 03:27:36.967461,CUST9907,success,3
REAL000170,Shopping Mall,withdrawal,240.0,2026-03-23 01:06:36.967589,CUST1899,success,1
REAL000171,Airport Terminal,withdrawal,120.0,2026-04-16 17:45:36.967715,CUST2560,success,17
REAL000172,Hospital Complex,withdrawal,80.0,2026-03-27 21:40:36.967831,CUST1306,success,21
REAL000173,Downtown Branch,withdrawal,160.0,2026-04-01 05:04:36.967955,CUST9946,success,5
REAL000174,Downtown Branch,balance_check,0.0,2026-04-04 18:53:36.968078,CUST1956,failed,18
REAL000175,Airport Terminal,withdrawal,500.0,2026-04-15 19:58:36.968176,CUST5703,success,19
REAL000176,Downtown Branch,deposit,213.13,2026-04-17 18:50:36.968297,CUST5732,success,18
REAL000177,Downtown Branch,balance_check,0.0,2026-04-12 04:05:36.968408,CUST7895,success,4
REAL000178,Downtown Branch,withdrawal,120.0,2026-04-05 18:12:36.968509,CUST2525,success,18
REAL000179,Downtown Branch,balance_check,0.0,2026-04-12 14:01:36.968639,CUST9219,success,14
REAL000180,Downtown Branch,withdrawal,120.0,2026-04-19 03:46:36.968740,CUST4081,success,3
REAL000181,Downtown Branch,withdrawal,300.0,2026-04-10 04:57:36.968861,CUST8115,success,4
REAL000182,Shopping Mall,withdrawal,200.0,2026-03-30 18:58:36.968984,CUST4568,success,18
REAL000183,Downtown Branch,withdrawal,160.0,2026-04-04 18:11:36.969102,CUST1968,failed,18
REAL000184,University Campus,withdrawal,120.0,2026-03-21 23:25:36.969221,CUST2229,success,23
REAL000185,Downtown Branch,balance_check,0.0,2026-04-01 19:02:36.969338,CUST6342,success,19
REAL000186,Downtown Branch,withdrawal,40.0,2026-03-28 03:42:36.969437,CUST2969,success,3
REAL000187,Downtown Branch,withdrawal,200.0,2026-04-02 04:05:36.969558,CUST2198,success,4
REAL000188,Shopping Mall,balance_check,0.0,2026-03-24 16:43:36.969679,CUST4719,success,16
REAL000189,University Campus,deposit,496.17,2026-04-08 01:59:36.969776,CUST4124,success,1
REAL000190,Downtown Branch,withdrawal,180.0,2026-03-20 17:58:36.969882,CUST6208,success,17
REAL000191,Airport Terminal,withdrawal,40.0,2026-03-29 13:13:36.970002,CUST2667,success,13
REAL000192,Shopping Mall,balance_check,0.0,2026-04-01 17:13:36.970123,CUST2367,success,17
REAL000193,Airport Terminal,withdrawal,180.0,2026-03-30 04:11:36.970221,CUST6592,success,4
REAL000194,Downtown Branch,withdrawal,180.0,2026-04-16 17:42:36.970338,CUST3989,success,17
REAL000195,University Campus,balance_check,0.0,2026-04-11 23:38:36.970456,CUST5760,success,23
REAL000196,Shopping Mall,withdrawal,180.0,2026-04-15 00:11:36.970558,CUST7570,success,0
REAL000197,Downtown Branch,withdrawal,300.0,2026-03-28 05:10:36.970688,CUST1140,success,5
REAL000198,Downtown Branch,withdrawal,100.0,2026-03-22 00:22:36.970805,CUST8311,success,0
REAL000199,Airport Terminal,transfer,1243.6,2026-04-18 02:37:36.970923,CUST8052,success,2
REAL000200,Downtown Branch,withdrawal,400.0,2026-04-03 03:44:36.971028,CUST6291,success,3
REAL000201,Train Station,withdrawal,240.0,2026-03-24 04:13:36.971145,CUST5616,success,4
REAL000202,Airport Terminal,deposit,100.0,2026-03-25 18:44:36.971264,CUST7674,success,18
REAL000203,Downtown Branch,withdrawal,200.0,2026-04-09 15:01:36.971369,CUST1482,success,15
REAL000204,Shopping Mall,withdrawal,20.0,2026-03-28 02:05:36.971489,CUST8327,success,2
REAL000205,Downtown Branch,withdrawal,500.0,2026-04-06 18:29:36.971611,CUST7780,success,18
REAL000206,Airport Terminal,withdrawal,40.0,2026-04-12 18:02:36.971729,CUST7764,success,18
REAL000207,Downtown Branch,withdrawal,100.0,2026-04-19 04:50:36.971846,CUST1707,success,4
REAL000208,Downtown Branch,withdrawal,200.0,2026-03-22 23:21:36.971976,CUST9258,success,23
REAL000209,University Campus,balance_check,0.0,2026-04-17 00:04:36.972102,CUST4874,success,0
REAL000210,Downtown Branch,withdrawal,400.0,2026-04-11 18:04:36.972200,CUST1207,success,18
REAL000211,University Campus,withdrawal,100.0,2026-03-28 00:10:36.972318,CUST1236,success,0
REAL000212,Airport Terminal,balance_check,0.0,2026-03-29 03:21:36.972435,CUST1285,success,3
REAL000213,Downtown Branch,balance_check,0.0,2026-04-02 00:18:36.972533,CUST3785,success,0
REAL000214,Downtown Branch,withdrawal,100.0,2026-03-28 04:36:36.972642,CUST3496,success,4
REAL000215,University Campus,withdrawal,140.0,2026-03-28 00:00:36.972764,CUST5437,success,0
REAL000216,Shopping Mall,withdrawal,160.0,2026-04-07 18:39:36.972884,CUST8629,success,18
REAL000217,Airport Terminal,withdrawal,120.0,2026-03-30 15:12:36.972999,CUST3978,success,15
REAL000218,Downtown Branch,withdrawal,140.0,2026-04-09 23:01:36.973332,CUST5917,success,23
REAL000219,Hospital Complex,withdrawal,60.0,2026-04-16 20:51:36.973469,CUST3964,success,20
REAL000220,Downtown Branch,withdrawal,500.0,2026-04-16 04:41:36.973601,CUST1845,success,4
REAL000221,Shopping Mall,withdrawal,200.0,2026-03-21 15:43:36.973730,CUST7488,success,15
REAL000222,Train Station,balance_check,0.0,2026-03-22 02:55:36.973851,CUST6448,success,2
REAL000223,Shopping Mall,balance_check,0.0,2026-04-12 19:10:36.973950,CUST6671,success,19
REAL000224,Airport Terminal,withdrawal,200.0,2026-03-22 14:34:36.974045,CUST8870,success,14
REAL000225,Shopping Mall,withdrawal,300.0,2026-04-12 23:59:36.974165,CUST5481,success,23
REAL000226,Downtown Branch,withdrawal,200.0,2026-04-14 04:11:36.974285,CUST7356,success,4
REAL000227,Downtown Branch,withdrawal,20.0,2026-03-29 20:08:36.974399,CUST5795,success,20
REAL000228,Downtown Branch,withdrawal,60.0,2026-03-27 17:33:36.974524,CUST5839,success,17
REAL000229,Downtown Branch,withdrawal,400.0,2026-03-21 20:48:36.974668,CUST1016,success,20
REAL000230,Downtown Branch,withdrawal,300.0,2026-04-17 16:38:36.974788,CUST9980,success,16
REAL000231,Downtown Branch,deposit,140.57,2026-04-17 15:18:36.974903,CUST8099,success,15
REAL000232,Downtown Branch,transfer,692.75,2026-04-14 22:54:36.975012,CUST4456,success,22
REAL000233,Downtown Branch,transfer,1119.39,2026-03-27 05:09:36.975120,CUST5531,success,5
REAL000234,Shopping Mall,withdrawal,40.0,2026-03-22 17:35:36.975230,CUST6439,success,17
REAL000235,University Campus,deposit,141.62,2026-04-03 23:58:36.975369,CUST2827,success,23
REAL000236,Airport Terminal,withdrawal,20.0,2026-04-10 18:01:36.975475,CUST9843,success,18
REAL000237,Shopping Mall,deposit,431.66,2026-04-06 23:33:36.975594,CUST9714,success,23
REAL000238,Airport Terminal,withdrawal,100.0,2026-04-02 04:31:36.975712,CUST3461,success,4
REAL000239,Downtown Branch,withdrawal,100.0,2026-04-05 21:37:36.975836,CUST8697,success,21
REAL000240,Shopping Mall,balance_check,0.0,2026-03-20 19:18:36.975957,CUST9789,success,19
REAL000241,Downtown Branch,balance_check,0.0,2026-03-22 18:57:36.976058,CUST7579,success,18
REAL000242,Hospital Complex,withdrawal,120.0,2026-03-27 22:02:36.976155,CUST9706,success,22
REAL000243,Downtown Branch,deposit,686.63,2026-03-22 03:56:36.976280,CUST4727,success,3
REAL000244,Airport Terminal,withdrawal,80.0,2026-04-16 20:25:36.976383,CUST3520,success,20
REAL000245,Airport Terminal,withdrawal,100.0,2026-04-12 17:59:36.976505,CUST3649,success,17
REAL000246,Hospital Complex,balance_check,0.0,2026-04-06 02:12:36.976638,CUST3634,success,2
REAL000247,Downtown Branch,withdrawal,40.0,2026-04-13 16:30:36.976742,CUST2929,success,16
REAL000248,Hospital Complex,balance_check,0.0,2026-03-24 21:49:36.976859,CUST6891,success,21
REAL000249,Airport Terminal,deposit,419.28,2026-04-03 03:31:36.976964,CUST5431,success,3
REAL000250,Train Station,balance_check,0.0,2026-03-27 03:02:36.977073,CUST4390,success,3
REAL000251,Airport Terminal,balance_check,0.0,2026-04-07 05:14:36.977171,CUST9623,success,5
REAL000252,Downtown Branch,withdrawal,100.0,2026-04-02 23:31:36.977270,CUST2019,success,23
REAL000253,Airport Terminal,withdrawal,80.0,2026-04-14 05:22:36.977388,CUST3171,failed,5
REAL000254,Downtown Branch,withdrawal,100.0,2026-04-04 00:21:36.977504,CUST7397,success,0
REAL000255,Downtown Branch,balance_check,0.0,2026-03-23 17:41:36.977622,CUST6017,success,17
REAL000256,University Campus,withdrawal,400.0,2026-03-30 19:37:36.977727,CUST4331,success,19
REAL000257,Downtown Branch,balance_check,0.0,2026-04-17 03:25:36.977850,CUST1685,success,3
REAL000258,Downtown Branch,withdrawal,20.0,2026-03-30 19:02:36.977953,CUST5998,success,19
REAL000259,Downtown Branch,withdrawal,200.0,2026-03-27 03:16:36.978073,CUST6675,success,3
REAL000260,Downtown Branch,withdrawal,160.0,2026-04-09 03:06:36.978194,CUST1671,success,3
REAL000261,Downtown Branch,deposit,224.16,2026-04-04 16:38:36.978315,CUST3361,success,16
REAL000262,Shopping Mall,withdrawal,160.0,2026-04-16 20:03:36.978425,CUST7588,success,20
REAL000263,Airport Terminal,withdrawal,200.0,2026-04-16 04:44:36.978548,CUST1572,failed,4
REAL000264,Airport Terminal,withdrawal,180.0,2026-04-12 13:04:36.978680,CUST2537,success,13
REAL000265,Shopping Mall,deposit,150.93,2026-04-09 18:52:36.978802,CUST9535,success,18
REAL000266,Shopping Mall,transfer,1201.29,2026-03-23 19:16:36.978908,CUST3324,success,19
REAL000267,Train Station,withdrawal,80.0,2026-04-06 03:34:36.979015,CUST1781,success,3
REAL000268,Downtown Branch,balance_check,0.0,2026-03-25 03:58:36.979135,CUST4970,success,3
REAL000269,University Campus,balance_check,0.0,2026-04-10 01:34:36.979239,CUST3426,success,1
REAL000270,Downtown Branch,withdrawal,140.0,2026-03-31 23:15:36.979344,CUST9676,success,23
REAL000271,Shopping Mall,deposit,100.0,2026-04-04 18:11:36.979473,CUST3822,success,18
REAL000272,Shopping Mall,withdrawal,140.0,2026-03-23 18:36:36.979579,CUST1612,success,18
REAL000273,Airport Terminal,balance_check,0.0,2026-04-14 17:22:36.979697,CUST8183,success,17
REAL000274,Airport Terminal,balance_check,0.0,2026-03-29 15:05:36.979793,CUST2125,success,15
REAL000275,Downtown Branch,withdrawal,140.0,2026-03-23 15:21:36.979889,CUST8833,success,15
REAL000276,Train Station,deposit,268.86,2026-03-22 02:58:36.980010,CUST8544,success,2
REAL000277,University Campus,withdrawal,140.0,2026-04-07 23:17:36.980114,CUST5079,success,23
REAL000278,Downtown Branch,withdrawal,60.0,2026-03-20 16:53:36.980235,CUST6433,success,16
REAL000279,Shopping Mall,balance_check,0.0,2026-03-28 18:09:36.980355,CUST9915,failed,18
REAL000280,Downtown Branch,withdrawal,200.0,2026-04-16 18:46:36.980454,CUST7144,success,18
REAL000281,Hospital Complex,deposit,152.01,2026-04-16 15:22:36.980592,CUST1948,success,15
REAL000282,Airport Terminal,balance_check,0.0,2026-04-07 17:09:36.980721,CUST2138,success,17
REAL000283,University Campus,withdrawal,100.0,2026-03-23 14:59:36.980817,CUST6661,success,14
