transaction_id,atm_location,transaction_type,amount,transaction_time,customer_id,status,hour,day_of_week
FIX000061,University Campus,deposit,327.69,2026-01-24 17:05:17.004255,CUST7190,success,17,Saturday
FIX000062,Hospital Complex,withdrawal,200.0,2026-03-19 19:15:17.004521,CUST2353,success,19,Thursday
FIX000063,Downtown Branch,withdrawal,60.0,2026-02-02 12:52:17.004817,CUST3745,success,12,Monday
FIX000064,Train Station,transfer,713.25,2026-03-10 03:40:17.005126,CUST8891,success,3,Tuesday
FIX000065,Airport Terminal,withdrawal,500.0,2026-04-07 03:30:17.005313,CUST1009,success,3,Tuesday
FIX000066,Shopping Mall,withdrawal,120.0,2026-04-15 00:21:17.005498,CUST8449,failed,0,Wednesday
FIX000067,Shopping Mall,balance_check,0.0,2026-03-23 15:27:17.005669,CUST1384,success,15,Monday
FIX000068,University Campus,transfer,996.8,2026-01-29 05:11:17.005807,CUST5809,success,5,Thursday
FIX000069,Airport Terminal,withdrawal,60.0,2026-01-25 02:02:17.005951,CUST5544,success,2,Sunday
FIX000070,Shopping Mall,balance_check,0.0,2026-02-06 22:37:17.006144,CUST5363,success,22,Friday
FIX000071,Downtown Branch,deposit,1128.01,2026-04-14 20:46:17.006279,CUST2252,success,20,Tuesday
FIX000072,Airport Terminal,withdrawal,40.0,2026-02-27 18:37:17.006431,CUST7941,success,18,Friday
FIX000073,Shopping Mall,withdrawal,140.0,2026-02-27 04:19:17.006594,CUST8730,success,4,Friday
FIX000074,Shopping Mall,balance_check,0.0,2026-04-09 17:20:17.006754,CUST5164,success,17,Thursday
FIX000075,Airport Terminal,withdrawal,100.0,2026-02-12 20:03:17.006888,CUST8830,success,20,Thursday
FIX000076,Airport Terminal,withdrawal,200.0,2026-04-04 04:08:17.007053,CUST1666,success,4,Saturday
FIX000077,Airport Terminal,balance_check,0.0,2026-02-28 03:57:17.007213,CUST7677,success,3,Saturday
FIX000078,Airport Terminal,deposit,215.87,2026-04-08 03:50:17.007377,CUST7937,success,3,Wednesday
FIX000079,Shopping Mall,withdrawal,40.0,2026-01-24 01:29:17.007523,CUST2276,success,1,Saturday
FIX000080,Shopping Mall,withdrawal,120.0,2026-02-22 13:54:17.007684,CUST7809,success,13,Sunday
FIX000081,Train Station,deposit,560.51,2026-04-13 04:13:17.007851,CUST8673,success,4,Monday
FIX000082,Downtown Branch,balance_check,0.0,2026-02-15 02:51:17.008018,CUST2296,success,2,Sunday
FIX000083,Shopping Mall,deposit,1565.26,2026-03-07 02:51:17.008159,CUST7371,success,2,Saturday
FIX000084,Shopping Mall,withdrawal,20.0,2026-04-11 22:36:17.008303,CUST6401,success,22,Saturday
FIX000085,Downtown Branch,withdrawal,500.0,2026-02-20 03:31:17.008480,CUST2605,success,3,Friday
FIX000086,Downtown Branch,withdrawal,400.0,2026-02-04 03:46:17.008640,CUST2063,success,3,Wednesday
FIX000087,Downtown Branch,withdrawal,160.0,2026-04-13 16:14:17.008800,CUST3551,failed,16,Monday
FIX000088,Airport Terminal,withdrawal,100.0,2026-02-21 15:14:17.008962,CUST7469,success,15,Saturday
FIX000089,Downtown Branch,withdrawal,40.0,2026-03-31 20:56:17.009123,CUST2828,success,20,Tuesday
FIX000090,Shopping Mall,withdrawal,80.0,2026-02-01 15:33:17.009286,CUST3219,success,15,Sunday
FIX000091,Downtown Branch,withdrawal,40.0,2026-01-25 19:15:17.009446,CUST4490,success,19,Sunday
FIX000092,Train Station,withdrawal,200.0,2026-02-16 16:32:17.009606,CUST9162,success,16,Monday
FIX000093,Downtown Branch,withdrawal,300.0,2026-03-28 18:47:17.009765,CUST5820,success,18,Saturday
FIX000094,Train Station,deposit,384.58,2026-02-01 03:50:17.009928,CUST7943,success,3,Sunday
FIX000095,Airport Terminal,withdrawal,80.0,2026-03-28 03:01:17.010113,CUST4687,success,3,Saturday
FIX000096,Airport Terminal,withdrawal,200.0,2026-02-09 00:10:17.010275,CUST6742,success,0,Monday
FIX000097,University Campus,transfer,764.78,2026-03-23 23:40:17.010437,CUST3336,success,23,Monday
FIX000098,University Campus,deposit,986.79,2026-04-09 23:11:17.010592,CUST7371,success,23,Thursday
FIX000099,Shopping Mall,withdrawal,100.0,2026-04-04 22:47:17.010736,CUST1094,success,22,Saturday
FIX000100,Train Station,withdrawal,140.0,2026-03-24 22:33:17.010898,CUST7166,success,22,Tuesday
FIX000101,University Campus,withdrawal,100.0,2026-04-07 15:50:17.011068,CUST1827,success,15,Tuesday
FIX000102,Downtown Branch,deposit,736.51,2026-02-11 05:11:17.011229,CUST7024,success,5,Wednesday
FIX000103,Downtown Branch,deposit,1236.93,2026-03-10 18:35:17.011373,CUST2645,failed,18,Tuesday
FIX000104,Airport Terminal,withdrawal,200.0,2026-04-18 17:22:17.011614,CUST9393,success,17,Saturday
FIX000105,Hospital Complex,withdrawal,80.0,2026-03-24 19:35:17.011794,CUST9070,success,19,Tuesday
FIX000106,Downtown Branch,withdrawal,400.0,2026-04-02 18:33:17.011977,CUST6299,success,18,Thursday
FIX000107,Downtown Branch,withdrawal,100.0,2026-03-01 16:47:17.012242,CUST1966,success,16,Sunday
FIX000108,Train Station,withdrawal,20.0,2026-03-02 01:56:17.012451,CUST2759,success,1,Monday
FIX000109,Train Station,withdrawal,140.0,2026-02-22 18:57:17.012620,CUST8311,success,18,Sunday
FIX000110,Shopping Mall,withdrawal,100.0,2026-02-01 04:25:17.012787,CUST6797,success,4,Sunday
FIX000111,Shopping Mall,deposit,2376.07,2026-04-18 21:08:17.012947,CUST7305,success,21,Saturday
FIX000112,University Campus,deposit,467.19,2026-03-19 04:26:17.013117,CUST9519,success,4,Thursday
FIX000113,Downtown Branch,balance_check,0.0,2026-02-11 17:25:17.013264,CUST3143,success,17,Wednesday
FIX000114,Downtown Branch,transfer,947.19,2026-03-04 12:33:17.013400,CUST1822,success,12,Wednesday
FIX000115,Hospital Complex,balance_check,0.0,2026-02-04 14:09:17.013544,CUST2308,success,14,Wednesday
FIX000116,Shopping Mall,withdrawal,60.0,2026-03-03 17:11:17.013685,CUST5491,success,17,Tuesday
FIX000117,Airport Terminal,withdrawal,160.0,2026-03-12 19:46:17.013874,CUST2387,failed,19,Thursday
FIX000118,Shopping Mall,withdrawal,40.0,2026-02-19 16:30:17.014072,CUST3599,success,16,Thursday
FIX000119,Downtown Branch,withdrawal,140.0,2026-02-05 23:22:17.014239,CUST9996,success,23,Thursday
FIX000120,University Campus,withdrawal,60.0,2026-01-24 16:34:17.014404,CUST2622,success,16,Saturday
FIX000121,Downtown Branch,withdrawal,200.0,2026-03-24 03:19:17.014568,CUST9646,success,3,Tuesday
FIX000122,Airport Terminal,balance_check,0.0,2026-01-24 17:48:17.014743,CUST6941,success,17,Saturday
FIX000123,Downtown Branch,balance_check,0.0,2026-02-25 21:40:17.014883,CUST8679,success,21,Wednesday
FIX000124,University Campus,withdrawal,80.0,2026-03-11 21:36:17.015019,CUST7212,success,21,Wednesday
FIX000125,Train Station,withdrawal,60.0,2026-03-31 03:57:17.015185,CUST1481,success,3,Tuesday
FIX000126,University Campus,withdrawal,140.0,2026-02-06 00:07:17.015346,CUST8970,success,0,Friday
FIX000127,Shopping Mall,withdrawal,100.0,2026-03-06 19:25:17.015515,CUST5090,success,19,Friday
FIX000128,Shopping Mall,withdrawal,40.0,2026-02-05 01:19:17.015677,CUST6895,success,1,Thursday
FIX000129,Train Station,transfer,908.2,2026-01-29 18:10:17.015851,CUST9680,success,18,Thursday
FIX000130,University Campus,withdrawal,200.0,2026-03-18 14:06:17.015997,CUST1390,success,14,Wednesday
FIX000131,Hospital Complex,deposit,2433.43,2026-04-10 18:25:17.016189,CUST6085,success,18,Friday
FIX000132,Shopping Mall,withdrawal,200.0,2026-02-19 23:34:17.016335,CUST8980,success,23,Thursday
FIX000133,Downtown Branch,balance_check,0.0,2026-03-10 18:50:17.016495,CUST7640,success,18,Tuesday
FIX000134,University Campus,withdrawal,140.0,2026-04-06 18:58:17.016633,CUST9930,success,18,Monday
FIX000135,Downtown Branch,withdrawal,200.0,2026-04-06 15:03:17.016793,CUST3032,success,15,Monday
FIX000136,University Campus,deposit,2463.39,2026-02-22 00:00:17.016958,CUST4430,success,0,Sunday
FIX000137,University Campus,withdrawal,100.0,2026-03-01 19:13:17.017131,CUST5388,success,19,Sunday
FIX000138,Downtown Branch,withdrawal,80.0,2026-01-31 05:07:17.017293,CUST2828,success,5,Saturday
FIX000139,Shopping Mall,deposit,2372.88,2026-02-08 21:37:17.017451,CUST8878,success,21,Sunday
FIX000140,Airport Terminal,balance_check,0.0,2026-02-06 21:56:17.017595,CUST2389,success,21,Friday
FIX000141,Airport Terminal,withdrawal,300.0,2026-01-20 03:35:17.017737,CUST8214,success,3,Tuesday
FIX000142,Shopping Mall,withdrawal,100.0,2026-03-30 23:18:17.017898,CUST8312,success,23,Monday
FIX000143,Downtown Branch,balance_check,0.0,2026-04-06 17:20:17.018059,CUST2380,success,17,Monday
FIX000144,Train Station,withdrawal,160.0,2026-02-11 16:17:17.018223,CUST1954,success,16,Wednesday
FIX000145,Downtown Branch,balance_check,0.0,2026-03-13 04:08:17.018384,CUST9228,success,4,Friday
FIX000146,Train Station,deposit,1338.84,2026-02-09 19:03:17.018532,CUST3745,success,19,Monday
FIX000147,Train Station,deposit,1887.99,2026-03-10 18:49:17.018683,CUST3139,success,18,Tuesday
FIX000148,Train Station,withdrawal,40.0,2026-03-02 21:35:17.018830,CUST4738,success,21,Monday
FIX000149,Hospital Complex,transfer,492.2,2026-04-14 13:33:17.018996,CUST3719,success,13,Tuesday
FIX000150,University Campus,balance_check,0.0,2026-03-19 18:58:17.019149,CUST1294,success,18,Thursday
FIX000151,Shopping Mall,withdrawal,20.0,2026-03-24 04:27:17.019286,CUST2007,success,4,Tuesday
FIX000152,Train Station,transfer,374.78,2026-02-04 17:35:17.019446,CUST6084,success,17,Wednesday
FIX000153,Hospital Complex,withdrawal,120.0,2026-02-10 20:49:17.019588,CUST9213,success,20,Tuesday
FIX000154,Hospital Complex,transfer,970.43,2026-03-01 05:02:17.019754,CUST3428,success,5,Sunday
FIX000155,Airport Terminal,withdrawal,140.0,2026-03-18 05:10:17.019898,CUST4356,success,5,Wednesday
FIX000156,University Campus,withdrawal,140.0,2026-04-06 21:35:17.020068,CUST4155,success,21,Monday
FIX000157,Hospital Complex,withdrawal,200.0,2026-01-29 03:32:17.020260,CUST5179,success,3,Thursday
FIX000158,Downtown Branch,withdrawal,400.0,2026-04-17 03:17:17.020422,CUST4056,success,3,Friday
FIX000159,Downtown Branch,withdrawal,200.0,2026-04-05 02:32:17.020583,CUST4380,success,2,Sunday
FIX000160,Shopping Mall,withdrawal,300.0,2026-02-28 23:24:17.020743,CUST5473,success,23,Saturday
FIX000161,Shopping Mall,withdrawal,80.0,2026-03-25 17:46:17.020905,CUST6797,success,17,Wednesday
FIX000162,Airport Terminal,withdrawal,200.0,2026-01-24 03:22:17.021066,CUST5167,failed,3,Saturday
FIX000163,Shopping Mall,transfer,735.79,2026-01-27 18:30:17.021237,CUST3043,success,18,Tuesday
FIX000164,Downtown Branch,balance_check,0.0,2026-04-08 12:54:17.021385,CUST4117,success,12,Wednesday
FIX000165,Airport Terminal,balance_check,0.0,2026-01-23 23:48:17.021527,CUST9032,success,23,Friday
FIX000166,Shopping Mall,withdrawal,20.0,2026-02-02 04:46:17.021670,CUST8014,success,4,Monday
FIX000167,Hospital Complex,withdrawal,200.0,2026-04-04 18:42:17.021833,CUST1634,success,18,Saturday
FIX000168,Hospital Complex,balance_check,0.0,2026-03-18 15:35:17.021994,CUST4389,success,15,Wednesday
FIX000169,Hospital Complex,deposit,592.83,2026-04-12 14:05:17.022151,CUST1514,success,14,Sunday
FIX000170,Train Station,balance_check,0.0,2026-04-06 04:05:17.022304,CUST2560,success,4,Monday
FIX000171,Hospital Complex,withdrawal,120.0,2026-04-01 00:21:17.022436,CUST1306,success,0,Wednesday
FIX000172,Shopping Mall,withdrawal,100.0,2026-01-27 04:54:17.022602,CUST9946,success,4,Tuesday
FIX000173,Hospital Complex,withdrawal,80.0,2026-02-16 05:01:17.022763,CUST1956,success,5,Monday
FIX000174,Downtown Branch,withdrawal,200.0,2026-04-15 19:48:17.022923,CUST5703,success,19,Wednesday
FIX000175,Airport Terminal,deposit,479.55,2026-02-13 05:01:17.023088,CUST5732,success,5,Friday
FIX000176,Downtown Branch,balance_check,0.0,2026-03-10 22:55:17.023244,CUST7895,success,22,Tuesday
FIX000177,Downtown Branch,withdrawal,140.0,2026-04-05 19:02:17.023381,CUST2525,success,19,Sunday
FIX000178,Downtown Branch,withdrawal,100.0,2026-04-05 13:20:17.023538,CUST9219,success,13,Sunday
FIX000179,Downtown Branch,withdrawal,120.0,2026-02-13 18:36:17.023703,CUST4081,success,18,Friday
FIX000180,Airport Terminal,withdrawal,300.0,2026-02-05 03:47:17.023870,CUST8115,success,3,Thursday
FIX000181,University Campus,withdrawal,120.0,2026-01-25 12:48:17.024028,CUST4568,success,12,Sunday
FIX000182,Downtown Branch,deposit,285.26,2026-03-22 12:29:17.024213,CUST1968,success,12,Sunday
FIX000183,Train Station,withdrawal,80.0,2026-03-21 16:15:17.024364,CUST2229,success,16,Saturday
FIX000184,Train Station,withdrawal,200.0,2026-01-22 02:17:17.024525,CUST6342,success,2,Thursday
FIX000185,Downtown Branch,withdrawal,80.0,2026-03-27 23:32:17.024687,CUST2969,success,23,Friday
FIX000186,Downtown Branch,balance_check,0.0,2026-01-24 19:15:17.024853,CUST2198,success,19,Saturday
FIX000187,Train Station,balance_check,0.0,2026-01-19 17:33:17.024990,CUST4719,success,17,Monday
FIX000188,University Campus,deposit,1785.91,2026-02-03 01:49:17.025123,CUST4124,success,1,Tuesday
FIX000189,Shopping Mall,withdrawal,100.0,2026-02-16 22:48:17.025273,CUST6208,success,22,Monday
FIX000190,Hospital Complex,balance_check,0.0,2026-02-02 01:45:17.025429,CUST2667,success,1,Monday
FIX000191,Airport Terminal,balance_check,0.0,2026-01-27 18:03:17.025576,CUST2367,success,18,Tuesday
FIX000192,Train Station,withdrawal,200.0,2026-01-24 19:01:17.025711,CUST6592,success,19,Saturday
FIX000193,Downtown Branch,withdrawal,200.0,2026-03-15 23:32:17.025872,CUST3989,success,23,Sunday
FIX000194,Hospital Complex,balance_check,0.0,2026-02-06 23:28:17.026032,CUST5760,success,23,Friday
FIX000195,Shopping Mall,withdrawal,100.0,2026-03-14 03:01:17.026203,CUST7570,success,3,Saturday
FIX000196,Shopping Mall,withdrawal,500.0,2026-01-30 03:29:17.026364,CUST1140,success,3,Friday
FIX000197,Train Station,withdrawal,100.0,2026-02-11 04:28:17.026529,CUST8311,success,4,Wednesday
FIX000198,Train Station,transfer,832.02,2026-04-17 18:27:17.026689,CUST8052,success,18,Friday
FIX000199,Downtown Branch,deposit,482.07,2026-03-09 03:34:17.026834,CUST6291,success,3,Monday
FIX000200,Train Station,withdrawal,160.0,2026-04-06 18:21:17.026978,CUST1009,success,18,Monday
FIX000201,Train Station,balance_check,0.0,2026-03-09 03:08:17.027138,CUST6699,success,3,Monday
FIX000202,Downtown Branch,balance_check,0.0,2026-02-18 17:37:17.027279,CUST4040,success,17,Wednesday
FIX000203,Train Station,deposit,525.6,2026-03-02 03:41:17.027635,CUST3852,success,3,Monday
FIX000204,Airport Terminal,withdrawal,80.0,2026-03-18 23:05:17.027871,CUST1769,success,23,Wednesday
FIX000205,University Campus,withdrawal,80.0,2026-04-01 23:13:17.028110,CUST3349,success,23,Wednesday
FIX000206,Downtown Branch,withdrawal,60.0,2026-03-08 18:44:17.028342,CUST1072,success,18,Sunday
FIX000207,Downtown Branch,withdrawal,160.0,2026-03-10 03:37:17.028588,CUST4610,success,3,Tuesday
FIX000208,Downtown Branch,balance_check,0.0,2026-02-07 03:26:17.028840,CUST9533,success,3,Saturday
FIX000209,Shopping Mall,withdrawal,120.0,2026-04-17 15:38:17.029074,CUST4374,success,15,Friday
FIX000210,Shopping Mall,withdrawal,300.0,2026-02-16 23:46:17.029346,CUST8123,success,23,Monday
FIX000211,Shopping Mall,transfer,69.03,2026-03-28 02:48:17.029600,CUST3368,success,2,Saturday
FIX000212,Hospital Complex,withdrawal,140.0,2026-01-25 20:10:17.029831,CUST3785,success,20,Sunday
FIX000213,Airport Terminal,withdrawal,80.0,2026-03-28 04:26:17.030080,CUST3496,success,4,Saturday
FIX000214,Hospital Complex,withdrawal,100.0,2026-03-28 02:50:17.030335,CUST5437,success,2,Saturday
FIX000215,Train Station,withdrawal,100.0,2026-04-08 02:29:17.030582,CUST8629,success,2,Wednesday
FIX000216,Airport Terminal,balance_check,0.0,2026-04-12 12:24:17.030821,CUST8002,success,12,Sunday
FIX000217,Downtown Branch,withdrawal,140.0,2026-03-31 02:58:17.031038,CUST5259,success,2,Tuesday
FIX000218,Airport Terminal,balance_check,0.0,2026-01-30 03:22:17.031301,CUST8045,failed,3,Friday
FIX000219,Hospital Complex,withdrawal,20.0,2026-04-12 02:55:17.031501,CUST8967,success,2,Sunday
FIX000220,Hospital Complex,deposit,838.83,2026-03-19 23:02:17.031744,CUST5349,success,23,Thursday
FIX000221,Downtown Branch,withdrawal,40.0,2026-03-20 02:25:17.031981,CUST1689,success,2,Friday
FIX000222,Downtown Branch,withdrawal,80.0,2026-02-05 18:53:17.032227,CUST7406,success,18,Thursday
FIX000223,University Campus,transfer,823.27,2026-04-16 05:12:17.032480,CUST1419,success,5,Thursday
FIX000224,Downtown Branch,deposit,1234.5,2026-02-15 23:39:17.032695,CUST2549,success,23,Sunday
FIX000225,Downtown Branch,withdrawal,100.0,2026-04-15 02:21:17.032910,CUST7793,success,2,Wednesday
FIX000226,Train Station,withdrawal,300.0,2026-04-15 04:15:17.033167,CUST5268,success,4,Wednesday
FIX000227,Downtown Branch,withdrawal,140.0,2026-02-19 03:05:17.033408,CUST6827,success,3,Thursday
FIX000228,University Campus,balance_check,0.0,2026-01-27 12:36:17.033640,CUST7164,success,12,Tuesday
FIX000229,Train Station,balance_check,0.0,2026-02-15 01:59:17.033838,CUST4631,success,1,Sunday
FIX000230,Shopping Mall,withdrawal,200.0,2026-02-20 17:36:17.034048,CUST3247,success,17,Friday
FIX000231,Train Station,deposit,195.12,2026-01-22 16:52:17.034298,CUST5940,success,16,Thursday
FIX000232,Downtown Branch,balance_check,0.0,2026-04-18 18:31:17.034525,CUST1147,success,18,Saturday
FIX000233,Train Station,transfer,972.21,2026-03-20 00:30:17.034730,CUST9754,success,0,Friday
FIX000234,Train Station,withdrawal,20.0,2026-04-12 05:06:17.034973,CUST4839,success,5,Sunday
FIX000235,Airport Terminal,withdrawal,60.0,2026-01-30 15:26:17.035264,CUST9569,success,15,Friday
FIX000236,Downtown Branch,withdrawal,80.0,2026-04-09 16:55:17.035519,CUST7303,success,16,Thursday
FIX000237,Train Station,withdrawal,80.0,2026-03-18 12:42:17.035829,CUST6784,success,12,Wednesday
FIX000238,Downtown Branch,deposit,753.59,2026-01-20 22:26:17.036043,CUST1685,success,22,Tuesday
FIX000239,Train Station,deposit,861.86,2026-03-18 15:46:17.036227,CUST8165,success,15,Wednesday
FIX000240,Downtown Branch,balance_check,0.0,2026-04-12 17:53:17.036425,CUST5330,success,17,Sunday
FIX000241,Downtown Branch,withdrawal,200.0,2026-04-06 23:58:17.036636,CUST5082,failed,23,Monday
FIX000242,Shopping Mall,balance_check,0.0,2026-03-29 02:33:17.036936,CUST2653,success,2,Sunday
FIX000243,Downtown Branch,withdrawal,300.0,2026-03-11 18:32:17.037201,CUST4727,success,18,Wednesday
FIX000244,Shopping Mall,transfer,144.22,2026-04-14 21:13:17.037480,CUST3520,success,21,Tuesday
FIX000245,Train Station,withdrawal,300.0,2026-03-23 19:14:17.037723,CUST3649,success,19,Monday
FIX000246,Shopping Mall,withdrawal,200.0,2026-01-28 21:02:17.037964,CUST2778,success,21,Wednesday
FIX000247,Shopping Mall,transfer,399.89,2026-02-22 14:57:17.038187,CUST2013,success,14,Sunday
FIX000248,Downtown Branch,balance_check,0.0,2026-01-25 02:22:17.038405,CUST6891,success,2,Sunday
FIX000249,Shopping Mall,deposit,1373.25,2026-04-03 02:21:17.038609,CUST7841,success,2,Friday
FIX000250,Downtown Branch,withdrawal,100.0,2026-03-26 22:42:17.038815,CUST4390,success,22,Thursday
FIX000251,Hospital Complex,transfer,249.35,2026-02-03 04:46:17.039048,CUST6469,success,4,Tuesday
FIX000252,University Campus,withdrawal,300.0,2026-04-01 23:24:17.039278,CUST6237,success,23,Wednesday
FIX000253,Downtown Branch,balance_check,0.0,2026-04-15 23:56:17.039526,CUST3125,success,23,Wednesday
FIX000254,Shopping Mall,withdrawal,40.0,2026-04-10 13:50:17.039745,CUST6068,success,13,Friday
FIX000255,Downtown Branch,deposit,804.32,2026-02-08 14:59:17.039947,CUST6017,success,14,Sunday
FIX000256,Train Station,withdrawal,80.0,2026-02-14 19:39:17.040132,CUST4331,success,19,Saturday
FIX000257,Downtown Branch,balance_check,0.0,2026-03-15 17:15:17.040338,CUST1685,success,17,Sunday
FIX000258,Hospital Complex,balance_check,0.0,2026-03-20 03:56:17.040508,CUST5713,success,3,Friday
FIX000259,Downtown Branch,deposit,324.59,2026-03-16 03:21:17.040674,CUST8896,success,3,Monday
